ACCIDENT_INDEX,ACCIDENT_SEVERITY,SPEED_LIMIT,DAY_OF_WEEK
201797GA03210,Slight,30,Wednesday
201797GA03309,Slight,30,Wednesday
201797GA03310,Slight,30,Wednesday
201797GA03409,Slight,30,Saturday
201797GA03509,Slight,30,Saturday
201797GA03609,Slight,30,Saturday
201797GA03709,Slight,30,Wednesday
201797GA04009,Slight,30,Wednesday
201797GA70104,Slight,50,Sunday
201797GA70107,Slight,60,Tuesday
201797GA70109,Slight,50,Friday
201797GA70110,Slight,30,Sunday
201797GA70111,Slight,70,Wednesday
201797GA70201,Slight,50,Thursday
201797GA70203,Slight,50,Saturday
201797GA70205,Slight,30,Friday
201797GA70206,Slight,50,Monday
201797GA70207,Slight,30,Tuesday
201797GA70209,Slight,30,Sunday
201797GA70211,Slight,30,Saturday
201797GA70212,Slight,30,Sunday
201797GA70302,Slight,50,Friday
201797GA70305,Slight,50,Monday
201797GA70306,Slight,30,Monday
201797GA70309,Slight,30,Wednesday
201797GA70312,Slight,30,Sunday
201797GA70401,Slight,50,Friday
201797GA70402,Fatal,30,Friday
201797GA70403,Slight,30,Monday
201797GA70405,Slight,30,Monday
201797GA70407,Slight,50,Sunday
201797GA70408,Slight,30,Wednesday
201797GA70411,Slight,50,Tuesday
201797GA70501,Slight,30,Monday
201797GA70504,Slight,30,Saturday
201797GA70507,Slight,50,Wednesday
201797GA70509,Serious,30,Tuesday
201797GA70510,Slight,50,Monday
201797GA70511,Slight,50,Monday
201797GA70601,Serious,40,Thursday
201797GA70604,Slight,30,Tuesday
201797GA70605,Slight,30,Wednesday
201797GA70609,Serious,30,Wednesday
201797GA70704,Serious,50,Wednesday
201797GA70705,Slight,30,Thursday
201797GA70802,Slight,30,Tuesday
201797GA70804,Slight,50,Friday
201797GA70807,Slight,30,Monday
201797GA70810,Slight,50,Monday
201797GA70904,Serious,50,Saturday
201797GA70905,Slight,30,Sunday
201797GA70907,Slight,30,Tuesday
201797GA70908,Serious,50,Monday
201797GA70909,Serious,70,Friday
201797GA71007,Slight,70,Wednesday
201797GA71009,Slight,70,Tuesday
201797GA71102,Slight,50,Friday
201797GA71104,Slight,50,Wednesday
201797GA71105,Slight,30,Saturday
201797GA71202,Slight,50,Saturday
201797GA71302,Fatal,30,Tuesday
201797GA71304,Slight,50,Thursday
201797GA71402,Serious,50,Tuesday
201797GA71406,Slight,30,Sunday
201797GA71507,Serious,50,Sunday
201797GA71607,Slight,70,Saturday
201797GA71907,Slight,50,Monday
201797GC00403,Slight,30,Friday
201797GD00101,Slight,30,Sunday
201797GD00102,Slight,30,Thursday
201797GD00103,Slight,30,Friday
201797GD00104,Slight,30,Saturday
201797GD00110,Slight,30,Tuesday
201797GD00112,Slight,30,Friday
201797GD00201,Slight,30,Monday
201797GD00202,Slight,30,Tuesday
201797GD00203,Slight,30,Saturday
201797GD00205,Slight,30,Wednesday
201797GD00208,Slight,30,Wednesday
201797GD00209,Slight,30,Friday
201797GD00212,Slight,30,Thursday
201797GD00301,Slight,30,Tuesday
201797GD00303,Serious,30,Friday
201797GD00308,Slight,30,Saturday
201797GD00309,Slight,30,Wednesday
201797GD00401,Slight,30,Thursday
201797GD00405,Slight,30,Thursday
201797GD00406,Slight,30,Wednesday
201797GD00407,Slight,30,Wednesday
201797GD00408,Slight,30,Friday
201797GD00410,Slight,30,Thursday
201797GD00411,Serious,30,Saturday
201797GD00501,Slight,20,Thursday
201797GD00502,Slight,30,Friday
201797GD00504,Slight,30,Monday
201797GD00507,Slight,30,Thursday
201797GD00508,Slight,30,Sunday
201797GD00512,Slight,30,Thursday
201797GD00601,Slight,30,Thursday
201797GD00605,Slight,30,Thursday
201797GD00608,Slight,30,Wednesday
201797GD00611,Slight,30,Monday
201797GD00703,Slight,30,Tuesday
201797GD00705,Slight,30,Tuesday
201797GD00706,Slight,30,Monday
201797GD00711,Slight,30,Wednesday
201797GD00712,Slight,30,Saturday
201797GD00801,Slight,30,Wednesday
201797GD00802,Slight,30,Friday
201797GD00803,Slight,30,Tuesday
201797GD00804,Slight,30,Thursday
201797GD00805,Slight,30,Saturday
201797GD00806,Slight,30,Monday
201797GD00904,Slight,30,Friday
201797GD00906,Slight,30,Sunday
201797GD00909,Slight,30,Saturday
201797GD00911,Slight,30,Friday
201797GD01001,Slight,30,Friday
201797GD01008,Slight,30,Monday
201797GD01009,Slight,30,Tuesday
201797GD01011,Slight,30,Sunday
201797GD01103,Slight,30,Tuesday
201797GD01108,Slight,30,Tuesday
201797GD01109,Slight,30,Thursday
201797GD01110,Serious,30,Monday
201797GD01112,Slight,30,Wednesday
201797GD01201,Slight,30,Monday
201797GD01204,Slight,30,Wednesday
201797GD01208,Slight,30,Tuesday
201797GD01210,Slight,30,Tuesday
201797GD01302,Serious,30,Friday
201797GD01309,Serious,30,Sunday
201797GD01311,Slight,30,Tuesday
201797GD01402,Slight,30,Sunday
201797GD01403,Serious,30,Saturday
201797GD01404,Slight,30,Wednesday
201797GD01410,Slight,30,Wednesday
201797GD01411,Slight,30,Thursday
201797GD01412,Serious,30,Friday
201797GD01502,Slight,30,Monday
201797GD01503,Slight,30,Monday
201797GD01509,Slight,30,Sunday
201797GD01510,Slight,30,Wednesday
201797GD01512,Slight,30,Wednesday
201797GD01601,Serious,30,Friday
201797GD01604,Slight,30,Saturday
201797GD01607,Slight,30,Monday
201797GD01608,Serious,30,Wednesday
201797GD01609,Slight,30,Wednesday
201797GD01610,Slight,30,Friday
201797GD01611,Slight,30,Monday
201797GD01612,Slight,30,Friday
201797GD01701,Slight,30,Friday
201797GD01703,Slight,30,Friday
201797GD01710,Slight,30,Friday
201797GD01711,Slight,30,Saturday
201797GD01801,Serious,30,Saturday
201797GD01803,Serious,30,Friday
201797GD01806,Slight,30,Wednesday
201797GD01809,Serious,30,Friday
201797GD01810,Serious,30,Thursday
201797GD01812,Slight,30,Tuesday
201797GD01901,Slight,30,Saturday
201797GD01910,Slight,30,Wednesday
201797GD01911,Slight,30,Tuesday
201797GD01912,Slight,30,Sunday
201797GD02001,Slight,30,Monday
201797GD02005,Slight,20,Thursday
201797GD02009,Slight,30,Tuesday
201797GD02101,Slight,30,Tuesday
201797GD02103,Slight,30,Sunday
201797GD02105,Slight,30,Monday
201797GD02109,Slight,30,Wednesday
201797GD02202,Slight,30,Sunday
201797GD02205,Slight,30,Tuesday
201797GD02211,Serious,30,Tuesday
201797GD02305,Slight,30,Wednesday
201797GD02401,Slight,30,Friday
201797GD02402,Slight,30,Tuesday
201797GD02505,Slight,30,Saturday
201797GD02511,Serious,30,Monday
201797GD02602,Slight,30,Saturday
201797GD02603,Slight,30,Friday
201797GD02605,Slight,30,Saturday
201797GD02705,Slight,30,Sunday
201797GD02801,Slight,30,Monday
201797GD02805,Slight,30,Saturday
201797GD02811,Slight,30,Tuesday
201797GD02903,Slight,30,Saturday
201797GD02905,Slight,30,Tuesday
201797GD02911,Serious,30,Monday
201797GD03003,Serious,30,Sunday
201797GD03101,Slight,30,Monday
201797GD03201,Slight,30,Thursday
201797GD03503,Slight,30,Wednesday
201797GD03701,Slight,20,Sunday
201797GD70101,Serious,30,Saturday
201797GD70105,Slight,30,Wednesday
201797GD70107,Slight,30,Thursday
201797GD70108,Slight,30,Thursday
201797GD70109,Serious,30,Wednesday
201797GD70111,Serious,30,Thursday
201797GD70201,Serious,30,Sunday
201797GD70205,Serious,20,Tuesday
201797GD70206,Slight,30,Wednesday
201797GD70208,Fatal,30,Friday
201797GD70210,Slight,50,Tuesday
201797GD70211,Serious,30,Sunday
201797GD70305,Slight,30,Tuesday
201797GD70310,Slight,50,Saturday
201797GD70311,Slight,30,Sunday
201797GD70312,Slight,30,Thursday
201797GD70410,Slight,30,Sunday
201797GD70411,Slight,30,Saturday
201797GD70610,Serious,30,Wednesday
201797GF00101,Slight,30,Wednesday
201797GF00102,Serious,30,Wednesday
201797GF00106,Slight,30,Thursday
201797GF00108,Slight,30,Tuesday
201797GF00112,Slight,30,Saturday
201797GF00202,Slight,30,Friday
201797GF00203,Slight,30,Friday
201797GF00207,Slight,30,Wednesday
201797GF00210,Slight,30,Monday
201797GF00212,Slight,30,Friday
201797GF00303,Serious,30,Monday
201797GF00305,Slight,30,Tuesday
201797GF00309,Slight,20,Sunday
201797GF00311,Serious,30,Saturday
201797GF00401,Slight,30,Monday
201797GF00403,Slight,30,Tuesday
201797GF00406,Slight,30,Friday
201797GF00407,Slight,30,Sunday
201797GF00411,Slight,30,Tuesday
201797GF00412,Slight,30,Thursday
201797GF00501,Slight,30,Wednesday
201797GF00503,Serious,30,Saturday
201797GF00505,Slight,30,Saturday
201797GF00511,Slight,30,Wednesday
201797GF00512,Slight,30,Sunday
201797GF00601,Slight,30,Thursday
201797GF00604,Slight,30,Sunday
201797GF00605,Slight,30,Monday
201797GF00606,Slight,30,Tuesday
201797GF00609,Slight,30,Friday
201797GF00612,Slight,30,Tuesday
201797GF00704,Slight,30,Wednesday
201797GF00705,Slight,30,Thursday
201797GF00712,Slight,30,Saturday
201797GF00804,Slight,30,Tuesday
201797GF00807,Slight,30,Wednesday
201797GF00810,Slight,40,Saturday
201797GF00902,Slight,30,Tuesday
201797GF00906,Slight,30,Monday
201797GF00912,Slight,30,Wednesday
201797GF01002,Serious,30,Monday
201797GF01003,Slight,30,Saturday
201797GF01005,Slight,30,Friday
201797GF01008,Slight,30,Monday
201797GF01011,Slight,30,Thursday
201797GF01108,Serious,30,Wednesday
201797GF01109,Serious,30,Sunday
201797GF01110,Slight,30,Monday
201797GF01203,Serious,30,Monday
201797GF01205,Serious,30,Monday
201797GF01208,Slight,30,Saturday
201797GF01209,Slight,30,Saturday
201797GF01302,Slight,30,Friday
201797GF01308,Serious,30,Tuesday
201797GF01309,Slight,30,Friday
201797GF01312,Slight,30,Thursday
201797GF01402,Slight,30,Tuesday
201797GF01409,Serious,30,Wednesday
201797GF01411,Serious,30,Wednesday
201797GF01502,Slight,30,Friday
201797GF01503,Slight,30,Saturday
201797GF01508,Serious,20,Thursday
201797GF01509,Slight,30,Tuesday
201797GF01511,Slight,30,Saturday
201797GF01601,Serious,30,Wednesday
201797GF01603,Slight,30,Saturday
201797GF01701,Slight,30,Sunday
201797GF01703,Slight,30,Monday
201797GF01901,Serious,30,Monday
201797GF01903,Serious,30,Wednesday
201797GF02201,Slight,30,Friday
201797GF70104,Slight,30,Sunday
201797GF70105,Slight,30,Saturday
201797GF70106,Slight,40,Saturday
201797GF70108,Slight,30,Saturday
201797GF70201,Slight,70,Sunday
201797GF70202,Slight,50,Wednesday
201797GF70203,Serious,30,Monday
201797GF70204,Slight,30,Thursday
201797GF70205,Slight,50,Thursday
201797GF70208,Slight,30,Wednesday
201797GF70211,Slight,30,Friday
201797GF70302,Serious,50,Saturday
201797GF70304,Fatal,60,Thursday
201797GF70305,Serious,40,Friday
201797GF70402,Serious,40,Tuesday
201797GF70406,Serious,60,Wednesday
201797GF70407,Slight,40,Thursday
201797GF70506,Slight,30,Monday
201797GF70706,Slight,30,Friday
201797GF7A212,Slight,30,Thursday
201797GK00101,Slight,30,Thursday
201797GK00103,Slight,20,Wednesday
201797GK00105,Slight,20,Tuesday
201797GK00112,Slight,30,Friday
201797GK00202,Serious,30,Friday
201797GK00204,Serious,30,Sunday
201797GK00206,Slight,30,Thursday
201797GK00207,Slight,30,Sunday
201797GK00208,Slight,30,Wednesday
201797GK00209,Slight,30,Friday
201797GK00301,Slight,30,Friday
201797GK00305,Serious,30,Thursday
201797GK00308,Slight,30,Thursday
201797GK00311,Slight,30,Wednesday
201797GK00312,Slight,30,Friday
201797GK00402,Slight,50,Monday
201797GK00407,Slight,30,Sunday
201797GK00409,Slight,30,Monday
201797GK00410,Slight,30,Monday
201797GK00501,Slight,30,Friday
201797GK00502,Slight,30,Wednesday
201797GK00504,Serious,30,Wednesday
201797GK00511,Slight,30,Sunday
201797GK00512,Slight,30,Friday
201797GK00601,Slight,30,Monday
201797GK00607,Slight,30,Friday
201797GK00609,Slight,30,Monday
201797GK00705,Slight,30,Tuesday
201797GK00709,Slight,30,Sunday
201797GK00710,Slight,30,Thursday
201797GK00711,Slight,30,Friday
201797GK00801,Slight,30,Friday
201797GK00802,Slight,30,Wednesday
201797GK00804,Slight,30,Thursday
201797GK00809,Slight,30,Thursday
201797GK00901,Slight,30,Tuesday
201797GK00905,Slight,30,Tuesday
201797GK00912,Slight,50,Friday
201797GK01003,Slight,40,Thursday
201797GK01005,Slight,30,Monday
201797GK01006,Slight,30,Tuesday
201797GK01008,Slight,30,Tuesday
201797GK01010,Slight,30,Sunday
201797GK01011,Slight,30,Tuesday
201797GK01012,Slight,30,Friday
201797GK01102,Slight,30,Friday
201797GK01105,Slight,30,Saturday
201797GK01108,Slight,30,Tuesday
201797GK01203,Slight,30,Saturday
201797GK01205,Slight,40,Saturday
201797GK01206,Slight,30,Monday
201797GK01207,Slight,30,Thursday
201797GK01208,Slight,30,Friday
201797GK01209,Slight,30,Sunday
201797GK01307,Slight,30,Saturday
201797GK01311,Slight,30,Tuesday
201797GK01312,Slight,30,Friday
201797GK01401,Slight,30,Thursday
201797GK01402,Slight,30,Monday
201797GK01406,Slight,30,Sunday
201797GK01408,Slight,30,Friday
201797GK01411,Slight,30,Thursday
201797GK01502,Slight,60,Saturday
201797GK01505,Serious,30,Monday
201797GK01507,Serious,60,Friday
201797GK01509,Slight,30,Friday
201797GK01510,Slight,30,Tuesday
201797GK01511,Slight,30,Thursday
201797GK01512,Slight,30,Wednesday
201797GK01602,Slight,30,Saturday
201797GK01603,Slight,30,Sunday
201797GK01604,Slight,30,Saturday
201797GK01605,Slight,30,Monday
201797GK01606,Slight,30,Friday
201797GK01607,Slight,30,Friday
201797GK01610,Slight,30,Tuesday
201797GK01611,Slight,30,Friday
201797GK01612,Serious,30,Wednesday
201797GK01701,Slight,30,Saturday
201797GK01702,Slight,40,Monday
201797GK01705,Slight,70,Tuesday
201797GK01707,Slight,30,Sunday
201797GK01709,Slight,30,Sunday
201797GK01710,Slight,30,Thursday
201797GK01711,Slight,30,Friday
201797GK01801,Slight,30,Monday
201797GK01805,Slight,50,Thursday
201797GK01806,Slight,30,Sunday
201797GK01807,Slight,30,Monday
201797GK01808,Slight,30,Tuesday
201797GK01901,Slight,30,Wednesday
201797GK01903,Slight,30,Monday
201797GK01906,Slight,30,Sunday
201797GK01908,Slight,30,Monday
201797GK01910,Slight,30,Thursday
201797GK02003,Slight,30,Thursday
201797GK02009,Slight,40,Tuesday
201797GK02011,Slight,40,Monday
201797GK02012,Slight,30,Friday
201797GK02101,Serious,30,Thursday
201797GK02104,Slight,40,Tuesday
201797GK02108,Slight,30,Wednesday
201797GK02110,Serious,30,Thursday
201797GK02202,Slight,40,Friday
201797GK02207,Slight,30,Saturday
201797GK02208,Slight,30,Thursday
201797GK02210,Slight,30,Monday
201797GK02302,Slight,30,Saturday
201797GK02303,Slight,30,Friday
201797GK02307,Slight,30,Sunday
201797GK02405,Slight,40,Wednesday
201797GK02406,Slight,30,Saturday
201797GK02408,Slight,30,Friday
201797GK02409,Serious,30,Thursday
201797GK02410,Slight,30,Wednesday
201797GK02412,Slight,30,Tuesday
201797GK02502,Slight,30,Sunday
201797GK02503,Slight,30,Saturday
201797GK02508,Slight,30,Saturday
201797GK02510,Slight,30,Thursday
201797GK02511,Slight,30,Saturday
201797GK02605,Serious,30,Monday
201797GK02606,Slight,30,Sunday
201797GK02607,Serious,30,Monday
201797GK02608,Slight,30,Saturday
201797GK02609,Slight,30,Sunday
201797GK02611,Slight,30,Sunday
201797GK02706,Slight,30,Tuesday
201797GK02709,Slight,30,Monday
201797GK02711,Slight,30,Tuesday
201797GK02712,Slight,30,Wednesday
201797GK02802,Slight,30,Monday
201797GK02803,Slight,30,Tuesday
201797GK02804,Slight,30,Tuesday
201797GK02809,Slight,30,Monday
201797GK02811,Slight,30,Thursday
201797GK02812,Slight,60,Wednesday
201797GK02901,Slight,30,Monday
201797GK02903,Slight,30,Tuesday
201797GK02908,Slight,30,Thursday
201797GK02910,Slight,30,Tuesday
201797GK02911,Slight,60,Thursday
201797GK02912,Slight,30,Wednesday
201797GK03006,Serious,30,Friday
201797GK03007,Slight,30,Friday
201797GK03105,Serious,20,Sunday
201797GK03107,Slight,30,Sunday
201797GK03108,Serious,30,Saturday
201797GK03205,Slight,30,Monday
201797GK03206,Slight,30,Thursday
201797GK03208,Slight,30,Saturday
201797GK03209,Slight,30,Monday
201797GK03305,Slight,70,Monday
201797GK03312,Slight,30,Tuesday
201797GK03404,Serious,30,Friday
201797GK03407,Slight,30,Friday
201797GK03412,Slight,30,Wednesday
201797GK03501,Slight,60,Tuesday
201797GK03504,Slight,30,Saturday
201797GK03507,Slight,30,Thursday
201797GK03604,Slight,30,Monday
201797GK03607,Slight,60,Monday
201797GK03609,Slight,30,Sunday
201797GK03612,Slight,20,Saturday
201797GK03701,Slight,30,Thursday
201797GK03706,Slight,30,Saturday
201797GK03708,Slight,30,Sunday
201797GK03809,Slight,30,Monday
201797GK03812,Slight,30,Friday
201797GK03903,Slight,30,Tuesday
201797GK03907,Slight,30,Thursday
201797GK03909,Slight,30,Monday
201797GK04004,Slight,30,Saturday
201797GK04009,Slight,30,Monday
201797GK04107,Slight,30,Monday
201797GK04109,Slight,30,Monday
201797GK04207,Slight,30,Monday
201797GK04308,Slight,30,Thursday
201797GK04309,Serious,30,Wednesday
201797GK04311,Slight,60,Wednesday
201797GK04407,Slight,30,Monday
201797GK04408,Slight,30,Sunday
201797GK04509,Slight,30,Wednesday
201797GK04511,Slight,30,Monday
201797GK04604,Slight,30,Thursday
201797GK04608,Serious,30,Sunday
201797GK04612,Slight,30,Tuesday
201797GK04704,Slight,30,Friday
201797GK04707,Slight,30,Saturday
201797GK04709,Slight,30,Friday
201797GK04805,Serious,30,Wednesday
201797GK04811,Slight,30,Thursday
201797GK04812,Slight,30,Wednesday
201797GK04904,Slight,30,Friday
201797GK04912,Slight,30,Thursday
201797GK05009,Serious,30,Saturday
201797GK05011,Slight,30,Friday
201797GK05102,Slight,30,Sunday
201797GK05302,Slight,30,Tuesday
201797GK05305,Slight,30,Wednesday
201797GK05309,Slight,30,Saturday
201797GK05311,Slight,30,Tuesday
201797GK05404,Slight,30,Tuesday
201797GK05503,Serious,30,Monday
201797GK05702,Serious,30,Monday
201797GK05704,Slight,30,Friday
201797GK05902,Slight,30,Tuesday
201797GK06102,Slight,30,Friday
201797GK06105,Slight,30,Tuesday
201797GK06302,Slight,30,Tuesday
201797GK06702,Slight,30,Sunday
201797GK70102,Fatal,30,Friday
201797GK70106,Serious,30,Friday
201797GK70107,Slight,30,Thursday
201797GK70108,Slight,70,Saturday
201797GK70109,Slight,50,Wednesday
201797GK70110,Slight,50,Wednesday
201797GK70111,Serious,30,Wednesday
201797GK70112,Serious,60,Friday
201797GK70201,Slight,50,Monday
201797GK70203,Slight,30,Wednesday
201797GK70204,Slight,30,Saturday
201797GK70207,Slight,30,Sunday
201797GK70209,Slight,70,Friday
201797GK70211,Slight,30,Thursday
201797GK70212,Slight,30,Wednesday
201797GK70302,Slight,70,Thursday
201797GK70303,Slight,50,Saturday
201797GK70305,Slight,30,Thursday
201797GK70306,Serious,30,Monday
201797GK70308,Slight,30,Tuesday
201797GK70309,Slight,30,Saturday
201797GK70312,Serious,40,Wednesday
201797GK70403,Slight,30,Tuesday
201797GK70404,Slight,30,Thursday
201797GK70405,Slight,30,Thursday
201797GK70407,Serious,30,Wednesday
201797GK70408,Slight,70,Thursday
201797GK70411,Slight,30,Wednesday
201797GK70412,Serious,30,Sunday
201797GK70504,Slight,50,Friday
201797GK70506,Serious,30,Monday
201797GK70508,Slight,30,Friday
201797GK70512,Serious,30,Tuesday
201797GK70604,Slight,60,Sunday
201797GK70605,Slight,50,Thursday
201797GK70607,Serious,70,Friday
201797GK70608,Slight,60,Thursday
201797GK70609,Slight,30,Saturday
201797GK70612,Slight,60,Tuesday
201797GK70705,Slight,70,Monday
201797GK70805,Slight,30,Saturday
201797GK70809,Slight,70,Sunday
201797GK70811,Slight,30,Thursday
201797GK70905,Slight,60,Monday
201797GK71009,Serious,30,Friday
201797GK71106,Slight,30,Tuesday
201797GK75101,Slight,40,Wednesday
201797GK75104,Slight,50,Tuesday
201797GKA3712,Slight,30,Friday
201797GKA4112,Slight,30,Saturday
201797GP00101,Slight,20,Monday
201797GP00102,Slight,30,Thursday
201797GP00103,Serious,30,Saturday
201797GP00104,Slight,30,Saturday
201797GP00107,Slight,30,Saturday
201797GP00109,Slight,30,Sunday
201797GP00110,Serious,30,Monday
201797GP00111,Slight,30,Wednesday
201797GP00201,Slight,30,Wednesday
201797GP00202,Slight,50,Thursday
201797GP00204,Slight,30,Sunday
201797GP00206,Slight,20,Saturday
201797GP00207,Slight,30,Saturday
201797GP00209,Slight,20,Tuesday
201797GP00210,Slight,20,Thursday
201797GP00301,Slight,30,Wednesday
201797GP00302,Slight,30,Wednesday
201797GP00304,Slight,30,Sunday
201797GP00307,Slight,50,Monday
201797GP00308,Slight,30,Monday
201797GP00309,Slight,30,Monday
201797GP00310,Slight,30,Saturday
201797GP00312,Slight,30,Thursday
201797GP00401,Slight,20,Saturday
201797GP00404,Slight,30,Tuesday
201797GP00405,Slight,20,Friday
201797GP00409,Slight,30,Saturday
201797GP00410,Slight,50,Tuesday
201797GP00411,Slight,30,Saturday
201797GP00412,Slight,30,Monday
201797GP00501,Slight,30,Saturday
201797GP00502,Serious,30,Friday
201797GP00504,Slight,30,Saturday
201797GP00505,Slight,30,Thursday
201797GP00506,Slight,20,Saturday
201797GP00507,Slight,30,Wednesday
201797GP00508,Slight,30,Saturday
201797GP00509,Slight,30,Friday
201797GP00510,Slight,30,Thursday
201797GP00511,Slight,30,Saturday
201797GP00602,Slight,20,Tuesday
201797GP00604,Slight,30,Friday
201797GP00606,Serious,30,Monday
201797GP00610,Slight,30,Saturday
201797GP00612,Slight,30,Sunday
201797GP00703,Slight,20,Tuesday
201797GP00704,Slight,30,Friday
201797GP00707,Slight,30,Friday
201797GP00708,Slight,60,Monday
201797GP00709,Slight,30,Wednesday
201797GP00801,Slight,20,Monday
201797GP00802,Slight,30,Saturday
201797GP00803,Slight,30,Tuesday
201797GP00804,Slight,20,Monday
